Symbol,Date,Open,High,Low,Close,Volume
A,21 Mar 2023,135.56,137.42,135.215,137.01,1392200
AA,21 Mar 2023,41.12,42.47,41.12,41.91,4334000
AAC,21 Mar 2023,10.32,10.32,10.3016,10.31,130800
AAC.W,21 Mar 2023,0.88,0.8812,0.88,0.88,8400
AAI-B,21 Mar 2023,18.04,18.04,17.62,18,4700
AAI-C,21 Mar 2023,20.78,20.78,20.48,20.5601,2500
AAIC,21 Mar 2023,2.74,2.8,2.74,2.77,52400
AAIN,21 Mar 2023,23.24,23.27,23.24,23.26,900
AAM-A,21 Mar 2023,20.83,21.7,20.83,21.11,22100
AAM-B,21 Mar 2023,21.16,21.58,20.78,21.25,19400
AAN,21 Mar 2023,9.65,9.76,9.22,9.29,661400
AAP,21 Mar 2023,119.91,120.82,119.135,119.79,1289900
AAT,21 Mar 2023,17.98,18.47,17.84,18.17,894300
AB,21 Mar 2023,35.87,35.9031,35.27,35.46,360500
ABBV,21 Mar 2023,156.64,157.05,155.1,156.77,4675700
ABEV,21 Mar 2023,2.68,2.685,2.63,2.63,13958100
ABG,21 Mar 2023,206.49,210.29,203.3,204.25,204800
ABM,21 Mar 2023,44.84,45.25,43.93,44.22,391500
ABR,21 Mar 2023,11.97,12.21,11.84,11.91,4039300
ABR-D,21 Mar 2023,17.16,17.16,16.8387,16.97,39300
ABR-E,21 Mar 2023,16.42,16.81,16.16,16.17,33900
ABR-F,21 Mar 2023,18,18.1998,17.65,17.65,11700
ABT,21 Mar 2023,98.17,98.41,97.285,98.33,4475100
AC,21 Mar 2023,36.355,37.6,36.355,37.05,5900
ACA,21 Mar 2023,61.78,63.01,61.76,62.72,244200
ACCO,21 Mar 2023,4.85,5.02,4.85,4.86,657900
ACEL,21 Mar 2023,8.8,8.95,8.7,8.75,257800
ACH.W,21 Mar 2023,0.35,0.4071,0.35,0.38,13400
ACHR,21 Mar 2023,2.51,2.6199,2.48,2.59,976800
ACI,21 Mar 2023,19.29,19.51,19.21,19.34,8973000
ACM,21 Mar 2023,83.68,84.39,83.29,83.95,1209700
ACN,21 Mar 2023,254.88,258.5,253.94,257.62,2831400
ACP,21 Mar 2023,6.9,6.9,6.79,6.81,191500
ACP-A,21 Mar 2023,21.91,21.91,21.0091,21.65,1600
ACR,21 Mar 2023,9.62,9.82,9.6,9.72,20200
ACR-C,21 Mar 2023,21.575,21.575,20.74,20.74,7900
ACR-D,21 Mar 2023,19.7,19.865,19.51,19.79,5500
ACR.W,21 Mar 2023,0.1504,0.2698,0.1504,0.1886,33300
ACRE,21 Mar 2023,9.19,9.37,9.16,9.28,797600
ACRO,21 Mar 2023,10.12,10.12,10.11,10.11,82400
ACV,21 Mar 2023,19.28,19.28,19.02,19.15,23800
ADC,21 Mar 2023,68.4,68.815,66.75,67.27,868500
ADC-A,21 Mar 2023,17.18,17.55,17.18,17.42,28700
ADCT,21 Mar 2023,2.15,2.16,2.06,2.07,683000
ADM,21 Mar 2023,77.79,77.94,77,77.69,2506300
ADNT,21 Mar 2023,39.25,39.72,38.64,38.67,986100
ADT,21 Mar 2023,7.17,7.24,7.16,7.17,2447700
ADX,21 Mar 2023,15.1,15.22,15.09,15.2,125800
AEE,21 Mar 2023,85.8,85.86,82.04,83.74,1568600
AEFC,21 Mar 2023,19.31,19.86,19.31,19.72,44200
AEG,21 Mar 2023,4.43,4.46,4.395,4.41,2764000
AEL,21 Mar 2023,35.16,35.865,35.1,35.16,769700
AEL-A,21 Mar 2023,20.19,21.5548,20.19,21.4,25200
AEL-B,21 Mar 2023,22.25,23.5885,22.04,23.35,17300
AEM,21 Mar 2023,49.93,50.04,49,49.47,3106900
AENZ,21 Mar 2023,2.56,2.56,2.56,2.56,200
AEO,21 Mar 2023,13.29,13.385,13,13.09,2448500
AER,21 Mar 2023,53.4,54.33,52.89,53.05,1533400
AES,21 Mar 2023,22.89,23.255,22.705,22.97,5516700
AESC,21 Mar 2023,87.28,87.59,86.15,86.74,54400
AESI,21 Mar 2023,16.26,16.56,16.11,16.36,900200
AEV.W,21 Mar 2023,0.1685,0.1698,0.1685,0.1698,500
AEVA,21 Mar 2023,1.5,1.57,1.48,1.54,1274100
AFB,21 Mar 2023,10.57,10.57,10.4724,10.51,96300
AFG,21 Mar 2023,121.97,123.03,121.46,122.28,347300
AFGB,21 Mar 2023,22.9,23.492,22.59,22.59,4200
AFGC,21 Mar 2023,20.15,21,19.93,20.475,20500
AFGD,21 Mar 2023,21.57,22.155,21.45,21.45,11500
AFGE,21 Mar 2023,17.58,17.85,17.5464,17.84,2000
AFL,21 Mar 2023,64.68,65.155,64.47,64.7,2911500
AFT,21 Mar 2023,12.41,12.6048,12.41,12.54,69000
AG,21 Mar 2023,6.38,6.43,5.53,5.76,34963600
AGCO,21 Mar 2023,127.95,129.86,127.36,129.32,810800
AGD,21 Mar 2023,9.07,9.1283,9.07,9.09,55400
AGI,21 Mar 2023,11.26,11.26,10.86,10.99,3534000
AGL,21 Mar 2023,27.1,28.14,27.015,27.92,2656400
AGM,21 Mar 2023,129.74,133.3,129.74,130.88,129600
AGM-C,21 Mar 2023,25.7337,26.4217,25.7337,26.4217,1100
AGM-D,21 Mar 2023,22.5,22.5,22.11,22.1157,2300
AGM-F,21 Mar 2023,19.83,20.6,19.83,20.08,13900
AGM-G,21 Mar 2023,19.13,19.24,19.05,19.1092,13500
AGO,21 Mar 2023,49.99,50.94,49.715,49.83,399900
AGR,21 Mar 2023,39.94,39.94,38.31,38.79,768800
AGRO,21 Mar 2023,7.66,7.8,7.62,7.64,397300
AGS,21 Mar 2023,6.43,6.775,6.39,6.74,555900
AGTI,21 Mar 2023,15.38,15.79,15.265,15.66,272500
AGX,21 Mar 2023,41.02,41.405,40.625,40.96,48900
AHH,21 Mar 2023,11.83,11.96,11.665,11.77,570400
AHH-A,21 Mar 2023,20.8,20.8,20.7254,20.76,5600
AHL-C,21 Mar 2023,23.01,23.52,22.85,23.25,16400
AHL-D,21 Mar 2023,17.78,18.2,17.65,18.2,16400
AHL-E,21 Mar 2023,17.63,17.9793,17.54,17.85,18100
AHT,21 Mar 2023,3.02,3.15,2.97,3.04,870500
AHT-D,21 Mar 2023,18.05,18.99,18.05,18.99,1400
AHT-F,21 Mar 2023,16.75,16.75,16.51,16.51,1000
AHT-G,21 Mar 2023,17.58,17.58,16.2021,16.2021,300
AHT-H,21 Mar 2023,16.42,16.6703,16.42,16.6703,500
AHT-I,21 Mar 2023,17.07,17.07,16.2,16.275,2300
AI,21 Mar 2023,21.67,23.545,21.5501,23.29,11732400
AIC,21 Mar 2023,23.15,23.26,23.1475,23.26,1800
AIF,21 Mar 2023,11.95,12.02,11.95,12.02,69500
AIG,21 Mar 2023,50.35,51.38,50.335,51.25,9632400
AIG-A,21 Mar 2023,22.01,23.03,21.95,22.89,58200
AIN,21 Mar 2023,91.75,93.15,91.285,91.76,153000
