Symbol,Date,Open,High,Low,Close,Volume
A,19 Jun 2023,121.13,121.13,121.13,121.13,0
AA,19 Jun 2023,35.62,35.62,35.62,35.62,0
AAC,19 Jun 2023,10.5,10.5,10.5,10.5,0
AAC.S,19 Jun 2023,10.2501,10.2501,10.2501,10.2501,0
AAC.T,19 Jun 2023,0.28,0.28,0.28,0.28,0
AAC.U,19 Jun 2023,10.64,10.64,10.64,10.64,0
AAC.W,19 Jun 2023,0.72,0.72,0.72,0.72,0
AACT,19 Jun 2023,10.11,10.11,10.11,10.11,0
AAI-B,19 Jun 2023,18.9,18.9,18.9,18.9,0
AAI-C,19 Jun 2023,22.51,22.51,22.51,22.51,0
AAIC,19 Jun 2023,4.21,4.21,4.21,4.21,0
AAIN,19 Jun 2023,23.6001,23.6001,23.6001,23.6001,0
AAM-A,19 Jun 2023,21.95,21.95,21.95,21.95,0
AAM-B,19 Jun 2023,21.99,21.99,21.99,21.99,0
AAN,19 Jun 2023,13.32,13.32,13.32,13.32,0
AAP,19 Jun 2023,69.22,69.22,69.22,69.22,0
AAT,19 Jun 2023,19.7,19.7,19.7,19.7,0
AB,19 Jun 2023,33.46,33.46,33.46,33.46,0
ABBV,19 Jun 2023,138.64,138.64,138.64,138.64,0
ABEV,19 Jun 2023,3.09,3.09,3.09,3.09,0
ABG,19 Jun 2023,221.79,221.79,221.79,221.79,0
ABM,19 Jun 2023,42.35,42.35,42.35,42.35,0
ABR,19 Jun 2023,13.87,13.87,13.87,13.87,0
ABR-D,19 Jun 2023,18.085,18.085,18.085,18.085,0
ABR-E,19 Jun 2023,17.98,17.98,17.98,17.98,0
ABR-F,19 Jun 2023,19.12,19.12,19.12,19.12,0
ABT,19 Jun 2023,106.2,106.2,106.2,106.2,0
AC,19 Jun 2023,35.68,35.68,35.68,35.68,0
ACA,19 Jun 2023,71.52,71.52,71.52,71.52,0
ACCO,19 Jun 2023,5.25,5.25,5.25,5.25,0
ACEL,19 Jun 2023,9.78,9.78,9.78,9.78,0
ACH.W,19 Jun 2023,0.71,0.71,0.71,0.71,0
ACHR,19 Jun 2023,3.99,3.99,3.99,3.99,0
ACI,19 Jun 2023,21.37,21.37,21.37,21.37,0
ACM,19 Jun 2023,86.67,86.67,86.67,86.67,0
ACN,19 Jun 2023,319.54,319.54,319.54,319.54,0
ACP,19 Jun 2023,6.92,6.92,6.92,6.92,0
ACP-A,19 Jun 2023,22.83,22.83,22.83,22.83,0
ACR,19 Jun 2023,8.29,8.29,8.29,8.29,0
ACR-C,19 Jun 2023,20.75,20.75,20.75,20.75,0
ACR-D,19 Jun 2023,19.725,19.725,19.725,19.725,0
ACR.U,19 Jun 2023,10.2,10.2,10.2,10.2,0
ACR.W,19 Jun 2023,0.1249,0.1249,0.1249,0.1249,0
ACRE,19 Jun 2023,10.12,10.12,10.12,10.12,0
ACRO,19 Jun 2023,10.23,10.23,10.23,10.23,0
ACV,19 Jun 2023,19.73,19.73,19.73,19.73,0
ADC,19 Jun 2023,65.84,65.84,65.84,65.84,0
ADC-A,19 Jun 2023,18.04,18.04,18.04,18.04,0
ADCT,19 Jun 2023,2.29,2.29,2.29,2.29,0
ADM,19 Jun 2023,75.48,75.48,75.48,75.48,0
ADNT,19 Jun 2023,39.17,39.17,39.17,39.17,0
ADT,19 Jun 2023,6.42,6.42,6.42,6.42,0
ADX,19 Jun 2023,16.62,16.62,16.62,16.62,0
AEE,19 Jun 2023,84.08,84.08,84.08,84.08,0
AEFC,19 Jun 2023,21.77,21.77,21.77,21.77,0
AEG,19 Jun 2023,4.79,4.79,4.79,4.79,0
AEL,19 Jun 2023,41.44,41.44,41.44,41.44,0
AEL-A,19 Jun 2023,22.119,22.119,22.119,22.119,0
AEL-B,19 Jun 2023,23.35,23.35,23.35,23.35,0
AEM,19 Jun 2023,51,51,51,51,0
AENZ,19 Jun 2023,2.01,2.01,2.01,2.01,0
AEO,19 Jun 2023,11.74,11.74,11.74,11.74,0
AER,19 Jun 2023,61.2,61.2,61.2,61.2,0
AES,19 Jun 2023,21.34,21.34,21.34,21.34,0
AESC,19 Jun 2023,83.035,83.035,83.035,83.035,0
